,name,style,brewery_id,id,abv,ibu,ounces
2288,Blonde Hunny,Belgian Pale Ale,181,2253,0.068,21.0,12.0
2289,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,181,1318,0.057,20.0,12.0
2290,Wild Wolf American Pilsner,American Pilsner,181,1195,0.045,25.0,12.0
2291,Alpha Ale,American Pale Ale (APA),181,1194,0.051,45.0,12.0
2292,Mystical Stout,Irish Dry Stout,499,826,0.054000000000000006,,16.0
2293,Bodacious Bock,Bock,499,825,0.075,,16.0
2294,Ambitious Lager,Munich Helles Lager,499,813,0.05,,16.0
2295,Wyoming Pale Ale,American Pale Ale (APA),550,324,0.07200000000000001,,16.0
2296,Wind River Blonde Ale,American Blonde Ale,550,323,0.05,,16.0
2297,Ace IPA,American IPA,509,762,0.07400000000000001,83.0,16.0
2298,P-51 Porter,American Porter,509,761,0.08,31.0,16.0
2299,#001 Golden Amber Lager,American Amber / Red Lager,211,2149,0.055,,12.0
2300,#002 American I.P.A.,American IPA,211,2148,0.071,60.0,12.0
2301,#003 Brown & Robust Porter,American Porter,211,2147,0.052000000000000005,,12.0
2302,#004 Session I.P.A.,American IPA,211,2146,0.048,38.0,12.0
2303,Tarasque,Saison / Farmhouse Ale,239,2047,0.059,,12.0
2304,Ananda India Pale Ale,American IPA,239,1470,0.062,61.0,12.0
2305,Tiny Bomb,American Pilsner,239,1469,0.045,23.0,12.0
2306,Train Hopper,American IPA,14,2627,0.058,72.0,12.0
2307,Edward’s Portly Brown,American Brown Ale,14,2626,0.045,,12.0
2308,Troopers Alley IPA,American IPA,344,1676,0.059,135.0,12.0
2309,Wolverine Premium Lager,American Pale Lager,402,1468,0.047,15.0,12.0
2310,Woodchuck Amber Hard Cider,Cider,501,822,0.05,,12.0
2311,4000 Footer IPA,American IPA,109,2417,0.065,82.0,12.0
2312,Summer Brew,American Pilsner,109,2306,0.028,15.0,12.0
2313,Be Hoppy IPA,American IPA,339,1697,0.065,69.0,16.0
2314,Worthy IPA,American IPA,199,2194,0.069,69.0,12.0
2315,Easy Day Kolsch,Kölsch,199,1514,0.045,25.0,12.0
2316,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,199,1513,0.077,30.0,12.0
2317,Worthy IPA (2013),American IPA,199,1512,0.069,69.0,12.0
2318,Worthy Pale,American Pale Ale (APA),199,1511,0.06,50.0,12.0
2319,Patty's Chile Beer,Chile Beer,424,1345,0.042,,12.0
2320,Colorojo Imperial Red Ale,American Strong Ale,424,1316,0.08199999999999999,,12.0
2321,Wynkoop Pumpkin Ale,Pumpkin Ale,424,1045,0.055,,12.0
2322,Rocky Mountain Oyster Stout,American Stout,424,1035,0.075,,12.0
2323,Belgorado,Belgian IPA,424,928,0.067,45.0,12.0
2324,Rail Yard Ale,American Amber / Red Ale,424,807,0.052000000000000005,,12.0
2325,B3K Black Lager,Schwarzbier,424,620,0.055,,12.0
2326,Silverback Pale Ale,American Pale Ale (APA),424,145,0.055,40.0,12.0
2327,Rail Yard Ale (2009),American Amber / Red Ale,424,84,0.052000000000000005,,12.0
