,name,style,brewery_id,id,abv,ibu,ounces
759,Hop Stalker Fresh Hop IPA,American IPA,224,2088,0.07,80.0,16.0
760,Sudice American Stout,American Stout,405,1455,0.07,58.0,16.0
761,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,1454,0.05,20.0,16.0
762,Norns Roggenbier,Roggenbier,405,1453,0.05,20.0,16.0
763,Laimas Kölsch Style Ale,Kölsch,405,1452,0.05,20.0,16.0
764,Moirai India Pale Ale,American IPA,405,1451,0.07,70.0,16.0
765,Loki Red Ale,American Amber / Red Ale,201,2191,0.075,53.0,16.0
766,Peaches & Cream,Fruit / Vegetable Beer,201,1731,0.046,,16.0
767,Quaff India Style Session Ale,American IPA,201,1022,0.051,,16.0
768,Loki Red Ale (2013),American Amber / Red Ale,201,895,0.075,53.0,16.0
769,Mjolnir Imperial IPA,American Double / Imperial IPA,201,682,0.069,,16.0
770,Fearless Scottish Ale,Scottish Ale,201,112,0.05,,16.0
771,Mastermind,American Double / Imperial IPA,172,2289,0.081,,12.0
772,Hyzer Flip,American Double / Imperial IPA,172,2027,0.08199999999999999,,16.0
773,Second Fiddle,American Double / Imperial IPA,172,1929,0.08199999999999999,80.0,16.0
774,Hodad Porter,American Porter,172,1858,0.055,30.0,16.0
775,Weiss Weiss Baby,Kristalweizen,36,2591,0.045,,12.0
776,Czech Yo Self,Czech Pilsener,36,2590,0.055,45.0,12.0
777,FMB 101,Kölsch,36,1968,0.048,20.0,12.0
778,Hardcore Chimera,American Double / Imperial IPA,256,1981,0.09,,16.0
779,Sobek & Set,American Black Ale,256,1664,0.08,80.0,16.0
780,Nuclear Winter,Belgian Strong Dark Ale,256,1663,0.086,,16.0
781,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,1662,0.05,22.0,16.0
782,Secret Stache Stout,American Stout,256,941,0.053,,16.0
783,Fascist Pig Ale,American Amber / Red Ale,256,935,0.08,72.0,16.0
784,Cut Throat Pale Ale,American Pale Ale (APA),256,809,0.055,,16.0
785,Threadless IPA,American IPA,256,481,0.075,,16.0
786,Cut Throat Pale Ale (2011),American Pale Ale (APA),256,351,0.055,,16.0
787,Golden Wing Blonde Ale,American Blonde Ale,256,350,0.047,,16.0
788,Easy Jack,American IPA,48,2569,0.045,47.0,12.0
789,Union Jack,American IPA,48,2463,0.075,75.0,12.0
790,Pivo Pils,German Pilsener,48,2462,0.053,,12.0
791,805 Blonde Ale,American Blonde Ale,48,1957,0.047,,12.0
792,805,American Blonde Ale,48,1733,0.047,20.0,12.0
793,Deflator,Doppelbock,16,2624,0.065,,16.0
794,Hinchtown Hammer Down,American Blonde Ale,16,2284,0.05,27.0,16.0
795,Half Cycle IPA,American IPA,16,1610,0.06,104.0,16.0
796,Inclined Plane Ale,American IPA,532,520,,,12.0
797,Moped Traveler,American Pale Ale (APA),54,2554,0.055,,16.0
798,Snake Dog IPA,American IPA,521,608,0.071,60.0,12.0
799,Underdog Atlantic Lager,American Pale Lager,521,607,0.047,28.0,12.0
800,Flying Mouse 8,American Porter,50,2567,0.04,,12.0
801,Flying Mouse 4,American IPA,50,2566,0.07,70.0,12.0
802,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,279,1899,0.078,,12.0
803,Backyahd IPA,American IPA,279,983,0.06,,12.0
804,Raincloud Robust Porter,American Porter,279,982,0.065,,12.0
805,Barstool American Golden Ale,American Blonde Ale,279,981,0.045,,12.0
806,What the Butler Saw,Witbier,217,2111,0.05,18.0,12.0
807,1916 Shore Shiver,American IPA,217,2110,0.069,65.0,12.0
808,Quick WIT,Belgian Pale Ale,206,2172,0.052000000000000005,,12.0
809,The Optimist,American IPA,206,2171,0.062,,12.0
810,Suicide Squeeze IPA,American IPA,206,1911,0.045,,16.0
811,Java the Hop,American IPA,206,1803,0.065,,16.0
812,Next Adventure Black IPA,American Black Ale,206,1566,0.062,,16.0
813,3-Way IPA (2013),American IPA,206,1515,0.067,,16.0
814,Tender Loving Empire NWPA,American Pale Ale (APA),206,1214,0.058,,16.0
815,Quick Wit Belgianesque Ale,Witbier,206,674,0.052000000000000005,,16.0
816,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),206,562,0.055,,16.0
817,Cavatica Stout,American Double / Imperial Stout,206,552,0.08800000000000001,,16.0
818,1811 Lager,American Amber / Red Lager,206,319,0.051,,16.0
819,Vortex IPA,American IPA,206,318,0.07400000000000001,97.0,16.0
820,Fort Pitt Ale,American Amber / Red Ale,151,2322,,,12.0
821,Park,American Pale Wheat Ale,4,2661,0.047,19.0,12.0
822,Westfalia,American Amber / Red Ale,4,2660,0.056,16.0,12.0
823,KSA,Kölsch,4,2659,0.046,17.0,12.0
824,Villager,American IPA,4,2658,0.063,42.0,12.0
825,Dirty Bastard,Scotch Ale / Wee Heavy,15,2625,0.085,50.0,12.0
826,Centennial IPA,American IPA,15,1565,0.07200000000000001,65.0,12.0
827,All Day IPA,American IPA,15,1223,0.047,42.0,12.0
828,El Chingon IPA,American IPA,287,1874,0.076,73.0,12.0
829,Block Party Robust Porter,American Porter,287,1873,0.057,40.0,12.0
830,Local Buzz,American Blonde Ale,287,1872,0.052000000000000005,20.0,12.0
831,Feel Like Maplin' Love,Oatmeal Stout,22,2613,0.055,,16.0
832,Father's Beer,Belgian Pale Ale,22,2612,0.05,,16.0
833,The 26th,American IPA,22,2611,0.06,,16.0
834,The Gadget,American IPA,22,2610,0.064,90.0,16.0
835,Leprechaun Lager,American Pale Lager,348,1657,0.04,,12.0
836,Sunbru Kölsch,Kölsch,160,2309,0.052000000000000005,17.0,12.0
837,Kilt Lifter Scottish-Style Ale,,160,1635,0.06,21.0,12.0
838,Pumpkin Porter,American Porter,160,1616,0.051,,12.0
839,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,1585,0.042,9.0,12.0
840,Hop Knot IPA,American IPA,160,358,0.067,47.0,12.0
841,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,179,0.06,21.0,12.0
842,Four String Vanilla Porter,American Porter,105,2428,0.06,,12.0
843,Suncaster Summer Wheat,American Pale Wheat Ale,105,2427,0.05,28.0,12.0
844,Brass Knuckle Pale Ale,American Pale Ale (APA),105,2425,0.057,36.0,12.0
845,Big Star White IPA,American White IPA,105,2424,0.07,70.0,12.0
846,Old Detroit,American Amber / Red Ale,253,1998,0.056,,12.0
847,Batch 69 IPA,American IPA,253,1556,0.069,69.0,12.0
848,Twisted Helles Summer Lager,Munich Helles Lager,253,1208,0.055,18.0,12.0
849,OktoberFiesta,,66,2527,0.053,27.0,12.0
850,Texicali ,American Brown Ale,66,2526,0.065,33.0,12.0
851,Pinata Protest,Witbier,66,2525,0.06,,12.0
852,Bat Outta Helles,Munich Helles Lager,66,2524,0.042,20.0,12.0
853,Original,American Amber / Red Ale,66,2523,0.068,,12.0
854,Rye Wit,Witbier,66,2522,0.042,10.0,12.0
855,Soul Doubt,American IPA,66,2521,0.059,70.0,12.0
856,Yo Soy Un Berliner,Berliner Weissbier,66,2520,0.044,5.0,12.0
857,77 Fremont Select Spring Session IPA,American IPA,460,1174,0.04,,12.0
858,Fremont Organic Pale Ale,American Pale Ale (APA),460,1116,0.045,,12.0
859,Abominable Ale,English Strong Ale,460,994,0.08,,12.0
860,Harvest Ale,Saison / Farmhouse Ale,460,901,0.065,35.0,12.0
861,Fremont Summer Ale,American Pale Ale (APA),460,875,0.065,45.0,12.0
862,Universale Pale Ale,American Pale Ale (APA),460,858,0.056,30.0,12.0
863,Interurban IPA,American IPA,460,857,0.065,80.0,12.0
864,Gateway Kolsch Style Ale,Kölsch,433,1300,0.053,32.0,12.0
865,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,433,1260,0.07,24.0,12.0
866,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433,1259,0.052000000000000005,42.0,12.0
867,Salamander Slam,American IPA,180,2254,0.07,73.0,16.0
868,Cack-A-Lacky,American Pale Ale (APA),347,1658,0.05,,12.0
869,No Wake IPA,American IPA,228,2077,0.07200000000000001,50.0,12.0
870,Boathouse Blonde,American Blonde Ale,228,2076,0.049,15.0,12.0
871,Cedar Point,American Amber / Red Ale,228,2075,0.05,26.0,12.0
872,Clean Shave IPA,American IPA,106,2426,0.067,70.0,12.0
873,Might As Well IPL,American Pale Lager,240,2045,0.07200000000000001,75.0,16.0
874,Saison Pamplemousse,Saison / Farmhouse Ale,240,1960,0.058,35.0,12.0
875,2020 IPA,American IPA,240,1777,0.07400000000000001,74.0,16.0
876,Wolf Among Weeds IPA,American IPA,240,1698,0.08,70.0,16.0
877,Better Weather IPA,American IPA,240,1641,0.094,92.0,16.0
878,Point the Way IPA,American IPA,240,1490,0.059,60.0,16.0
879,Golden Road Hefeweizen,Hefeweizen,240,1489,0.046,15.0,16.0
880,Heal the Bay IPA,American IPA,240,1399,0.068,65.0,16.0
881,Cabrillo Kölsch,Kölsch,240,1034,0.05,,16.0
882,Get Up Offa That Brown,American Brown Ale,240,991,0.055,20.0,16.0
883,Burning Bush Smoked IPA,American IPA,240,750,0.08,70.0,16.0
884,Wolf Among Weeds IPA (2012),American IPA,240,749,0.08,70.0,16.0
885,Point the Way IPA (2012),American IPA,240,549,0.059,60.0,16.0
886,Golden Road Hefeweizen (2012),Hefeweizen,240,548,0.046,15.0,16.0
887,Vanilla Porter,American Porter,39,2587,0.07,11.0,16.0
888,Descender IPA,American IPA,464,1109,0.07,70.0,12.0
889,Sweet As Pacific Ale,American Pale Wheat Ale,464,1108,0.06,18.0,12.0
890,Good People Pale Ale,American Pale Ale (APA),478,1000,0.056,36.0,12.0
891,Snake Handler Double IPA,American Double / Imperial IPA,478,312,0.093,103.0,12.0
892,Coffee Oatmeal Stout,Oatmeal Stout,478,311,0.06,54.0,12.0
893,Good People IPA,American IPA,478,309,0.06,64.0,12.0
894,Good People American Brown Ale,American Brown Ale,478,308,0.058,36.0,12.0
895,Mountain Rescue Pale Ale,American Pale Ale (APA),194,2205,0.055,40.0,12.0
896,Goose Island India Pale Ale,American IPA,196,2198,0.059,55.0,12.0
897,312 Urban Pale Ale,American Pale Ale (APA),88,2457,0.054000000000000006,30.0,16.0
898,312 Urban Wheat Ale,American Pale Wheat Ale,88,2201,0.042,18.0,16.0
899,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88,581,0.042,20.0,12.0
900,Beaver Logger,American Pale Lager,420,1383,0.052000000000000005,19.0,12.0
901,White Water Wheat,American Pale Wheat Ale,536,477,0.05,,12.0
902,Grand Canyon American Pilsner,American Pilsner,536,476,0.052000000000000005,,12.0
903,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,536,143,0.054000000000000006,,12.0
904,Black Iron India Pale Ale,American IPA,536,142,,,12.0
905,Monarch Classic American Wheat,American Pale Wheat Ale,213,2129,0.043,21.0,12.0
906,Sir William's English Brown Ale,English Brown Ale,213,2127,0.049,21.0,12.0
907,Lakefire Rye Pale Ale,American Pale Ale (APA),213,2126,0.055,35.0,12.0
908,Beer Agent Re-Ignition,American Blonde Ale,165,2303,0.053,22.0,16.0
909,Cherry Ale,Fruit / Vegetable Beer,165,1990,0.057,18.0,16.0
910,Bourbon Barrel Aged Coconut Porter,American Porter,165,1702,0.056,33.0,16.0
911,Great Crescent IPA,American IPA,165,1701,0.062,60.0,16.0
912,Aurora Lager,Dortmunder / Export Lager,165,1700,0.057,27.0,16.0
913,Great Crescent Blonde Ale,American Blonde Ale,165,1699,0.053,22.0,16.0
914,Great Crescent Coconut Porter,American Porter,165,1269,0.056,33.0,16.0
915,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165,930,0.057,25.0,16.0
916,Great Crescent Brown Ale,American Brown Ale,165,649,0.045,36.0,16.0
917,Cherry Ale (1),Fruit / Vegetable Beer,165,639,0.057,18.0,16.0
918,Aurora Lager (2011),Dortmunder / Export Lager,165,626,0.057,27.0,16.0
919,Frosted Fields Winter Wheat,American Dark Wheat Ale,165,615,0.06,25.0,16.0
920,Great Crescent Belgian Style Wit,Witbier,165,478,0.051,13.0,16.0
921,Bourbon's Barrel Stout,American Stout,165,455,0.075,65.0,16.0
922,Great Crescent Stout,English Stout,165,442,0.08,66.0,16.0
923,Great Crescent Coconut Porter (2012),American Porter,165,441,0.056,33.0,16.0
924,Great Crescent Dark Lager,Euro Dark Lager,165,440,0.057,23.0,16.0
925,Great Crescent Mild Ale,English Dark Mild Ale,165,439,0.042,26.0,16.0
926,Great Crescent IPA (2011),American IPA,165,436,0.062,60.0,16.0
927,Great Crescent Blonde Ale (2011),American Blonde Ale,165,389,0.053,22.0,16.0
928,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),6,2650,0.05,,12.0
929,Hibernation Ale,Old Ale,6,2649,0.087,,12.0
930,Whitewater,American Pale Wheat Ale,6,2648,0.061,,12.0
931,Rumble,American IPA,6,2647,0.071,,12.0
932,Orabelle,Tripel,6,2646,0.083,,12.0
933,Lasso,American IPA,6,2645,0.05,,12.0
934,Yeti  Imperial Stout,Russian Imperial Stout,6,2644,0.095,75.0,12.0
935,Colette,Saison / Farmhouse Ale,6,2643,0.073,,12.0
936,Titan IPA,American IPA,6,2642,0.071,,12.0
937,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,543,404,0.045,15.0,24.0
938,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,543,164,0.045,15.0,12.0
939,Commotion APA,American Pale Ale (APA),269,1923,0.052000000000000005,49.0,12.0
940,Southern Drawl Pale Lager,American Pale Lager,269,1922,0.052000000000000005,,12.0
941,Chickawawa Lemonale,Fruit / Vegetable Beer,365,1604,0.05,5.0,12.0
942,Barrel Aged Farmer,American Brown Ale,365,1574,0.07,22.0,16.0
943,Great River Golden Ale,American Blonde Ale,365,1446,0.048,,12.0
944,Dirty Blonde Chocolate Ale,American Blonde Ale,365,1275,0.048,,12.0
945,Dos Pistolas,Vienna Lager,365,1244,0.048,20.0,12.0
946,Owney Irish Style Red Ale,Irish Red Ale,365,1064,0.05,30.0,16.0
947,Aaah Bock Lager,Vienna Lager,365,1028,0.06,,16.0
948,Widespread Wit,Witbier,365,865,0.055,10.0,16.0
949,Roller Dam Red Ale,Irish Red Ale,365,864,0.054000000000000006,30.0,16.0
950,483 Pale Ale,American Pale Ale (APA),365,863,0.053,48.0,16.0
951,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,365,672,0.09,99.0,16.0
952,Farmer Brown Ale,American Brown Ale,365,655,0.07,22.0,16.0
953,Big Cock IPA,American IPA,365,540,0.07,70.0,16.0
954,Oktoberfest,Märzen / Oktoberfest,365,539,0.059,25.0,16.0
955,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,365,517,0.048,25.0,16.0
956,Redband Stout,American Stout,365,371,0.06,36.0,16.0
957,483 Pale Ale (2010),American Pale Ale (APA),365,190,0.053,48.0,16.0
958,Roller Dam Red Ale (2010),Irish Red Ale,365,189,0.054000000000000006,30.0,16.0
959,Pablo Beach Pale Ale,American Pale Ale (APA),466,1106,0.05,30.0,12.0
960,Wild Trail Pale Ale,American Pale Ale (APA),156,2314,0.057,44.0,12.0
961,Mothman Black IPA,American Black Ale,156,2313,0.067,71.0,12.0
962,Autumn Winds Fest Beer,Märzen / Oktoberfest,86,2461,0.058,,16.0
963,Captain's Daughter,American Double / Imperial IPA,86,2044,0.085,69.0,12.0
964,Autumn Winds,Märzen / Oktoberfest,379,1567,0.058,,16.0
965,Flying Jenny Extra Pale Ale,American Pale Ale (APA),379,1505,0.06,54.0,12.0
966,Hazy Day Belgian-Style Wit,Witbier,379,1186,0.04,20.0,16.0
967,Bring Back the Beach Blonde Ale,American Blonde Ale,379,1185,0.055,,16.0
968,Leaning Chimney Smoked Porter,American Porter,379,984,0.06,34.0,16.0
969,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),379,693,0.06,54.0,12.0
970,Flagship Ale,Cream Ale,379,631,0.049,22.0,12.0
971,Mr. Blue Sky,American Pale Wheat Ale,124,2375,0.045,6.0,16.0
972,3 Scrooges,Winter Warmer,124,2143,0.065,,16.0
973,Screamin’ Pumpkin,Pumpkin Ale,124,2142,0.05,25.0,16.0
974,Grand Trunk Bohemian Pils,Czech Pilsener,124,2141,0.05,35.0,16.0
975,El Rojo,American Amber / Red Ale,124,2140,0.065,25.0,16.0
976,Norm's Raggedy Ass IPA,American IPA,124,2139,0.075,,16.0
977,Grind Line,American Pale Ale (APA),124,2138,0.05,35.0,16.0
978,Norm's Gateway IPA,American IPA,124,2007,0.04,55.0,12.0
979,Lemon Shandy Tripel,Tripel,124,1570,0.09,,16.0
980,Little Red Cap,Altbier,144,2339,0.063,43.0,12.0
981,Supergoose IPA,American IPA,290,1857,0.069,67.0,12.0
982,Hale's Pale American Ale,American Pale Ale (APA),290,1440,0.047,,12.0
983,Heyoka IPA,American IPA,327,1753,0.07,,16.0
984,Guest Lager,American Double / Imperial Pilsner,327,1448,0.08,,16.0
985,Pony Pilsner,German Pilsener,327,1134,0.057,,16.0
986,Akari Shogun American Wheat Ale,American Pale Wheat Ale,327,1066,0.055,,16.0
987,Meat Wave,English India Pale Ale (IPA),327,849,0.06,,16.0
988,Over Ale,American Brown Ale,327,352,0.06,,16.0
989,Gossamer Golden Ale,American Blonde Ale,327,149,0.042,,16.0
990,Daisy Cutter Pale Ale,American Pale Ale (APA),327,148,0.052000000000000005,,16.0
991,Pursuit,American IPA,248,2026,0.07,40.0,12.0
992,Half Full Bright Ale,American Blonde Ale,248,1361,0.052000000000000005,18.0,12.0
993,Orange Wheat,Fruit / Vegetable Beer,476,1016,0.046,17.0,12.0
994,Hangar 24 Helles Lager,Munich Helles Lager,476,1015,0.043,14.0,12.0
995,The Great Return,American IPA,343,1677,0.075,70.0,16.0
996,Hardywood Cream Ale,Cream Ale,343,1331,0.044,18.0,12.0
997,Capital Trail Pale Ale,American Pale Ale (APA),343,1270,0.056,55.0,12.0
998,UFO Gingerland,Herbed / Spiced Beer,234,2059,0.052000000000000005,15.0,12.0
999,The Long Thaw White IPA,American White IPA,234,1653,0.062,45.0,12.0
1000,Honey Cider,Cider,234,1558,0.048,,12.0
1001,Harpoon Summer Beer,Kölsch,234,1380,0.05,28.0,12.0
1002,Harpoon IPA,American IPA,234,1379,0.059,42.0,12.0
1003,UFO Pumpkin,Pumpkin Ale,234,1340,0.059,20.0,12.0
1004,Harpoon Octoberfest,Märzen / Oktoberfest,234,1313,0.055,30.0,12.0
1005,Harpoon IPA (2012),American IPA,234,770,0.059,42.0,12.0
1006,Harpoon Summer Beer (2012),Kölsch,234,769,0.05,28.0,12.0
1007,UFO White,American Pale Wheat Ale,234,610,0.048,10.0,12.0
1008,Harpoon Summer Beer (2010),Kölsch,234,192,0.05,28.0,12.0
1009,Harpoon IPA (2010),American IPA,234,126,0.059,42.0,12.0
1010,Great Falls Select Pale Ale,American Blonde Ale,535,506,,,12.0
1011,Beltian White,Witbier,535,181,0.048,,12.0
1012,Kaua'i Golden Ale,American Blonde Ale,204,2183,0.049,,12.0
1013,Sunset Amber,American Pale Ale (APA),204,2182,0.054000000000000006,,12.0
1014,Hapa Brown Ale,American Brown Ale,204,2181,0.064,,19.2
1015,Southern Cross,Flanders Red Ale,204,2179,0.083,,19.2
1016,Groupe G,Belgian IPA,280,1895,0.076,65.0,16.0
1017,Pt. Bonita Rustic Lager,American Pale Lager,280,1894,0.062,40.0,16.0
1018,Hill 88 Double IPA,American Double / Imperial IPA,280,1893,0.08800000000000001,77.0,16.0
1019,Loose Cannon,American IPA,479,990,0.07200000000000001,45.0,12.0
1020,AARGHtoberfest!,Märzen / Oktoberfest,479,989,0.06,30.0,12.0
1021,Davy Jones Lager,Cream Ale,479,988,0.06,,12.0
1022,Grazias,Cream Ale,423,1351,0.063,30.0,16.0
1023,Habitus IPA,American IPA,423,1346,0.08,86.0,16.0
1024,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,423,904,0.099,85.0,16.0
1025,The Golden One,American Pilsner,168,2295,0.063,21.0,12.0
1026,The Power of Zeus,American Pale Ale (APA),168,2294,0.07,68.0,12.0
1027,Tonganoxie Honey Wheat,American Pale Wheat Ale,500,824,0.044,22.0,12.0
1028,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,500,616,0.045,,12.0
1029,Annie's Amber Ale,American Amber / Red Ale,500,96,0.055,,12.0
1030,The 12th Can™,American Pale Ale (APA),362,1615,0.045,32.0,16.0
1031,Hilliard's Pils,Czech Pilsener,362,889,0.055,34.0,16.0
1032,Hilliard's Blonde,American Blonde Ale,362,724,0.049,20.0,16.0
1033,Hilliard's Amber Ale,American Amber / Red Ale,362,497,0.055,60.0,16.0
1034,Hilliard's Saison,Saison / Farmhouse Ale,362,496,0.066,30.0,16.0
1035,White Cap White IPA,American White IPA,349,1652,0.042,,16.0
1036,Provision,Saison / Farmhouse Ale,297,1835,0.042,25.0,12.0
1037,One Nut Brown,American Brown Ale,297,1834,0.047,28.0,12.0
1038,Hop Farm IPA,American IPA,297,1833,0.058,45.0,12.0
1039,Double D Blonde,American Blonde Ale,198,2195,0.049,20.0,12.0
1040,Festeroo Winter Ale,American Strong Ale,198,1605,0.078,60.0,12.0
1041,Proxima IPA,American IPA,198,1543,0.063,70.0,12.0
1042,Double D Blonde (2013),American Blonde Ale,198,1390,0.049,20.0,12.0
1043,541 American Lager,American Pale Lager,198,1354,0.048,13.0,12.0
1044,Alphadelic IPA,American IPA,198,1353,0.065,90.0,12.0
1045,Alphadelic IPA (2011),American IPA,198,499,0.065,90.0,12.0
1046,Double D Blonde (2011),American Blonde Ale,198,498,0.049,20.0,12.0
1047,Green House India Pale Ale,American IPA,395,1501,0.07,,12.0
1048,The One They Call Zoe,American Pale Lager,395,1004,0.051,,12.0
1049,Alteration,Altbier,395,502,0.051,40.0,12.0
1050,Pale Dog,American Pale Ale (APA),395,501,0.06,50.0,12.0
1051,Porter Culture,American Porter,136,2357,0.065,,12.0
1052,Hard Cider,Cider,80,2483,0.068,,16.0
1053,Totally Radler,Radler,80,2482,0.027000000000000003,21.0,16.0
1054,Nonstop Hef Hop,American Pale Wheat Ale,80,2400,0.039,20.0,16.0
1055,Rise Up Red,American Amber / Red Ale,80,2388,0.058,60.0,16.0
1056,Survival Stout,American Stout,80,2200,0.058,35.0,16.0
1057,Hopworks IPA,American IPA,80,2199,0.066,75.0,16.0
1058,Abominable Winter Ale,American Strong Ale,80,2193,0.073,70.0,16.0
1059,Pigwar White India Pale Ale,American White IPA,80,1398,0.06,60.0,16.0
1060,Rise-Up Red (2014),American Amber / Red Ale,80,1085,0.058,60.0,16.0
1061,Abominable Winter Ale (2012),American Strong Ale,80,916,0.073,70.0,16.0
1062,HUB Lager,Czech Pilsener,80,658,0.051,32.0,16.0
1063,Hopworks IPA (2012),American IPA,80,653,0.066,75.0,16.0
1064,Watermelon Wheat,American Pale Wheat Ale,120,2385,0.056,,12.0
1065,Laka Laka Pineapple,Hefeweizen,120,2384,0.051,17.0,12.0
1066,Oktoberfest,Märzen / Oktoberfest,120,2383,0.06,,16.0
1067,Trail Maker Pale Ale,American Pale Ale (APA),445,1251,0.065,,12.0
1068,Action Man Lager,Vienna Lager,445,1250,0.055,,12.0
1069,Let It Ride IPA,American IPA,277,1903,0.068,90.0,12.0
1070,Stir Crazy Winter Ale,Winter Warmer,277,1691,0.065,22.0,12.0
1071,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,277,1555,0.05,10.0,12.0
1072,Shenanigans Summer Ale,American Pale Wheat Ale,277,1115,0.046,27.0,12.0
1073,Midnight Ryder,American Black Ale,277,729,0.065,80.0,12.0
1074,Day Tripper Pale Ale,American Pale Ale (APA),277,728,0.054000000000000006,45.0,12.0
1075,Oklahoma Suks,American Amber / Red Ale,140,2350,0.048,32.0,12.0
1076,Power & Light,American Pale Ale (APA),140,2301,0.055,42.0,12.0
1077,White Rabbit ,Witbier,140,1904,0.059,27.0,12.0
1078,Tribute,American Pale Ale (APA),23,2609,0.058,58.0,12.0
1079,Infamous IPA,American IPA,242,2038,0.07,75.0,12.0
1080,Hijack,Cream Ale,242,1774,0.055,20.0,12.0
1081,Jon Boat Coastal Ale,American Blonde Ale,527,559,0.045,20.0,12.0
1082,I-10 IPA,American IPA,527,558,0.068,55.0,12.0
1083,People's Pale Ale,American Pale Ale (APA),527,553,0.053,28.0,12.0
1084,Summer Ale,American Blonde Ale,123,2376,0.049,,12.0
1085,Appreciation Ale,American IPA,316,1784,,,16.0
1086,House Lager,Keller Bier / Zwickel Bier,2,2673,0.052000000000000005,18.0,16.0
1087,Leisure Time,American Pale Lager,2,2672,0.048,15.0,12.0
1088,Excess IPL,American India Pale Lager,2,2671,0.07200000000000001,80.0,16.0
1089,Hoponius Union,American India Pale Lager,2,2670,0.067,65.0,12.0
1090,Calyptra,American India Pale Lager,2,2669,0.049,45.0,12.0
1091,Helen's Blend,Cider,416,1405,0.05,,12.0
1092,Jack's Hard Cider,Cider,416,823,0.051,,12.0
1093,Thunder Ann,American Pale Ale (APA),312,1793,0.055,37.0,12.0
1094,Razz Wheat,Fruit / Vegetable Beer,92,2453,0.055,,12.0
1095,Hop Ryot,American IPA,92,2363,0.065,,12.0
1096,Mystic Mama IPA,American IPA,92,689,0.07,,12.0
1097,Firefly Amber Ale,American Amber / Red Ale,92,688,0.05,,12.0
1098,Chomolungma Honey Nut Brown Ale,English Brown Ale,92,687,0.067,,12.0
1099,Welcome to Scoville,American IPA,114,2408,0.069,,12.0
1100,Bastian,American Strong Ale,32,2595,,,12.0
1101,Healani,Hefeweizen,32,2480,0.045,,12.0
1102,Yabba Dhaba Chai Tea Porter,American Porter,32,1525,0.055,,12.0
1103,A Capella Gluten Free Pale Ale,American Pale Ale (APA),32,1524,0.055,,12.0
1104,Casper White Stout,American Blonde Ale,32,1523,0.06,,12.0
1105,JP's Ould Sod Irish Red IPA,American IPA,32,1254,0.06,,12.0
1106,Weize Guy,Hefeweizen,233,2060,0.05,15.0,12.0
1107,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,469,0.05,50.0,12.0
1108,Hop Box Imperial IPA,American Double / Imperial IPA,233,468,0.093,90.0,12.0
1109,Joseph James American Lager,American Adjunct Lager,233,467,0.052000000000000005,15.0,12.0
1110,Sucha Much IPA,American IPA,208,2163,0.071,,12.0
1111,Lewbricator Wheat Dopplebock ,Doppelbock,208,2162,0.075,24.0,12.0
1112,Weisse Versa (2012),Hefeweizen,125,2374,0.052000000000000005,16.0,12.0
1113,Mother in Lager,Munich Dunkel Lager,125,1560,0.058,25.0,12.0
1114,Weekend Warrior Pale Ale,American Pale Ale (APA),125,1557,0.055,40.0,12.0
1115,Karbachtoberfest,Märzen / Oktoberfest,125,1458,0.055,25.0,12.0
1116,Love Street Summer Seasonal (2014),Kölsch,125,1235,0.047,20.0,12.0
1117,Barn Burner Saison,Saison / Farmhouse Ale,125,1068,0.066,20.0,12.0
1118,Rodeo Clown Double IPA,American Double / Imperial IPA,125,666,0.095,85.0,12.0
1119,Sympathy for the Lager,American Amber / Red Lager,125,465,0.049,45.0,12.0
1120,Weisse Versa,Hefeweizen,125,464,0.052000000000000005,15.0,12.0
1121,Hopadillo India Pale Ale,American IPA,125,463,0.066,70.0,12.0
1122,KelSo Nut Brown Lager,Euro Dark Lager,342,1678,0.057,19.0,12.0
1123,KelSo India Pale Ale,American IPA,342,1572,0.06,64.0,12.0
1124,KelSo Pilsner,Czech Pilsener,342,1348,0.055,23.0,12.0
1125,Skilak Scottish Ale,Scottish Ale,458,1193,0.058,,12.0
1126,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,1187,0.05,15.0,12.0
1127,Sunken Island IPA,American IPA,458,349,0.068,,12.0
